,BlindOrSighted,RandomInterceptByID,Scene,Condition,TrialNumber,Success,Delay,SoundType,NumOfOverlaps,OverlapRWVR,OverlapFP,VisualFeedback
0,blind,1,scene1,proxies_data,1,1,1.5339869000000004,VR_FOCUS,2,RW+VR,F+P,
1,blind,1,scene1,proxies_data,1,1,2.0999513000000007,RW_FOCUS,2,RW,F+P,
2,blind,1,scene1,proxies_data,1,1,1.0000940000000007,VR_PERIPHERAL,2,RW+VR,P,
3,blind,1,scene1,proxies_data,1,1,1.6027840999999974,RW_PERIPHERAL,3,RW+VR,F+P,
4,blind,1,scene1,proxies_data,1,1,0.8018235999999987,VR_PERIPHERAL,2,RW+VR,P,
5,blind,1,scene1,proxies_data,1,1,1.3332960000000043,RW_PERIPHERAL,4,RW+VR,F+P,
6,blind,1,scene1,proxies_data,1,1,0.9334874999999982,VR_PERIPHERAL,3,RW+VR,F+P,
7,blind,1,scene1,proxies_data,1,1,1.4000521000000035,VR_FOCUS,2,RW+VR,F+P,
8,blind,1,scene1,proxies_data,1,1,0.833320999999998,VR_PERIPHERAL,2,RW+VR,P,
9,blind,1,scene1,proxies_data,1,1,1.7335630000000037,RW_PERIPHERAL,3,RW+VR,F+P,
10,blind,1,scene1,proxies_data,1,1,1.2000488999999988,RW_PERIPHERAL,4,RW+VR,F+P,
11,blind,1,scene1,proxies_data,1,1,1.6001040000000017,VR_FOCUS,1,VR,F,
12,blind,1,scene1,proxies_data,1,1,1.3666370000000043,VR_FOCUS,2,RW+VR,F+P,
13,blind,1,scene1,proxies_data,1,1,1.2702452999999991,RW_FOCUS,2,RW+VR,F+P,
14,blind,1,scene1,proxies_data,1,1,1.3333459999999988,VR_PERIPHERAL,1,VR,P,
15,blind,1,scene1,proxies_data,1,1,1.000024400000001,VR_FOCUS,2,RW+VR,F+P,
16,blind,1,scene1,proxies_data,1,1,1.4000284999999977,RW_FOCUS,2,RW,F+P,
17,blind,1,scene1,proxies_data,1,1,1.9001167999999993,RW_FOCUS,2,RW,F+P,
18,blind,1,scene1,proxies_data,1,1,1.100008299999999,RW_FOCUS,2,RW,F+P,
19,blind,1,scene1,proxies_data,1,1,0.8686909999999983,RW_PERIPHERAL,3,RW+VR,F+P,
20,blind,1,scene1,proxies_data,2,1,1.1334460000000002,VR_FOCUS,2,RW+VR,F+P,
21,blind,1,scene1,proxies_data,2,1,1.033379,RW_FOCUS,3,RW+VR,F+P,
22,blind,1,scene1,proxies_data,2,1,1.333441699999998,RW_PERIPHERAL,3,RW+VR,F+P,
23,blind,1,scene1,proxies_data,2,1,1.1000450000000015,VR_PERIPHERAL,2,RW+VR,P,
24,blind,1,scene1,proxies_data,2,1,0.9666677999999962,VR_PERIPHERAL,2,RW+VR,P,
25,blind,1,scene1,proxies_data,2,1,1.0667194999999978,RW_FOCUS,2,RW,F+P,
26,blind,1,scene1,proxies_data,2,1,0.9666900000000007,RW_PERIPHERAL,3,RW+VR,F+P,
27,blind,1,scene1,proxies_data,2,1,0.8025973999999998,VR_PERIPHERAL,2,RW+VR,F+P,
28,blind,1,scene1,proxies_data,2,1,1.2333300000000023,RW_PERIPHERAL,4,RW+VR,F+P,
29,blind,1,scene1,proxies_data,2,1,1.2666706999999988,RW_PERIPHERAL,4,RW+VR,F+P,
30,blind,1,scene1,proxies_data,2,1,1.2369079999999997,VR_PERIPHERAL,4,RW+VR,F+P,
31,blind,1,scene1,proxies_data,2,1,1.3000192000000013,RW_PERIPHERAL,3,RW+VR,F+P,
32,blind,1,scene1,proxies_data,2,1,2.0667428,VR_FOCUS,1,VR,F,
33,blind,1,scene1,proxies_data,2,1,1.0667259000000016,VR_PERIPHERAL,3,RW+VR,P,
34,blind,1,scene1,proxies_data,2,1,1.133361800000003,VR_FOCUS,2,RW+VR,F+P,
35,blind,1,scene1,proxies_data,2,1,1.499955,VR_FOCUS,2,RW+VR,F,
36,blind,1,scene1,proxies_data,2,1,1.0666664000000026,RW_FOCUS,3,RW+VR,F+P,
37,blind,1,scene1,proxies_data,2,0,0.0,RW_FOCUS,2,RW,F+P,
38,blind,1,scene1,proxies_data,2,0,0.0,RW_FOCUS,3,RW+VR,F+P,
39,blind,1,scene1,proxies_data,2,0,0.0,VR_FOCUS,2,RW+VR,F+P,
40,blind,1,scene1,proxies_data,3,1,1.033326,RW_PERIPHERAL,2,RW,F+P,
41,blind,1,scene1,proxies_data,3,1,0.8666695000000004,VR_PERIPHERAL,1,VR,P,
42,blind,1,scene1,proxies_data,3,1,1.033248799999999,VR_FOCUS,1,VR,F,
43,blind,1,scene1,proxies_data,3,1,1.2999574000000003,RW_PERIPHERAL,3,RW+VR,F+P,
44,blind,1,scene1,proxies_data,3,1,1.300094699999999,RW_FOCUS,2,RW+VR,F+P,
45,blind,1,scene1,proxies_data,3,1,0.9333050000000043,RW_PERIPHERAL,3,RW+VR,F+P,
46,blind,1,scene1,proxies_data,3,1,0.8666995999999969,VR_PERIPHERAL,2,RW+VR,F+P,
47,blind,1,scene1,proxies_data,3,1,1.3333595000000003,RW_PERIPHERAL,3,RW+VR,F+P,
48,blind,1,scene1,proxies_data,3,1,1.0332803000000013,RW_PERIPHERAL,4,RW+VR,F+P,
49,blind,1,scene1,proxies_data,3,1,1.3666370000000043,VR_FOCUS,3,RW+VR,F+P,
50,blind,1,scene1,proxies_data,3,1,0.9334259999999999,RW_FOCUS,2,RW,F+P,
51,blind,1,scene1,proxies_data,3,1,0.9334411000000031,VR_PERIPHERAL,2,RW+VR,P,
52,blind,1,scene1,proxies_data,3,1,1.1999205999999987,VR_PERIPHERAL,3,RW+VR,F+P,
53,blind,1,scene1,proxies_data,3,1,0.9667057000000057,RW_FOCUS,3,RW+VR,F+P,
54,blind,1,scene1,proxies_data,3,1,1.0667113999999955,RW_FOCUS,2,RW,F+P,
55,blind,1,scene1,proxies_data,3,1,2.0702824999999994,VR_FOCUS,1,VR,F,
56,blind,1,scene1,proxies_data,3,1,1.4665528000000023,VR_FOCUS,2,RW+VR,F+P,
57,blind,1,scene1,proxies_data,3,1,0.8334799999999944,VR_PERIPHERAL,3,RW+VR,F+P,
58,blind,1,scene1,proxies_data,3,1,1.1668401999999993,RW_FOCUS,2,RW,F+P,
59,blind,1,scene1,proxies_data,3,1,1.7667696000000035,VR_FOCUS,2,RW+VR,F+P,
60,blind,1,scene1,proxies_data,4,1,0.9668733299999999,RW_PERIPHERAL,2,RW,F+P,
61,blind,1,scene1,proxies_data,4,1,1.0702517,VR_FOCUS,2,RW+VR,F+P,
62,blind,1,scene1,proxies_data,4,1,1.0333269999999999,RW_FOCUS,3,RW+VR,F+P,
63,blind,1,scene1,proxies_data,4,1,0.8000954,VR_PERIPHERAL,2,RW+VR,P,
64,blind,1,scene1,proxies_data,4,1,1.0333563000000012,VR_FOCUS,2,RW+VR,F+P,
65,blind,1,scene1,proxies_data,4,1,0.8999939999999995,RW_FOCUS,2,RW,F+P,
66,blind,1,scene1,proxies_data,4,1,1.7357788999999997,VR_PERIPHERAL,3,RW+VR,P,
67,blind,1,scene1,proxies_data,4,1,1.6000980000000027,RW_FOCUS,2,RW+VR,F,
68,blind,1,scene1,proxies_data,4,1,0.8030079999999984,VR_PERIPHERAL,2,RW+VR,P,
69,blind,1,scene1,proxies_data,4,1,0.9332279999999997,RW_PERIPHERAL,3,RW+VR,F+P,
70,blind,1,scene1,proxies_data,4,1,1.199998,RW_FOCUS,2,RW,F+P,
71,blind,1,scene1,proxies_data,4,1,1.066758,VR_FOCUS,3,RW+VR,F+P,
72,blind,1,scene1,proxies_data,4,1,0.9667049999999975,RW_PERIPHERAL,5,RW+VR,F+P,
73,blind,1,scene1,proxies_data,4,1,0.9333649999999984,RW_PERIPHERAL,5,RW+VR,F+P,
74,blind,1,scene1,proxies_data,4,1,1.3000188999999978,VR_FOCUS,2,RW+VR,F+P,
75,blind,1,scene1,proxies_data,4,1,0.8000954,VR_PERIPHERAL,1,VR,P,
76,blind,1,scene1,proxies_data,4,1,1.266755400000001,RW_FOCUS,2,RW,F+P,
77,blind,1,scene1,proxies_data,4,1,1.933472100000003,RW_PERIPHERAL,3,RW+VR,F+P,
78,blind,1,scene1,proxies_data,4,0,0.0,VR_PERIPHERAL,3,RW+VR,P,
79,blind,1,scene1,proxies_data,4,0,0.0,VR_FOCUS,3,RW+VR,F+P,
80,blind,1,scene1,proxies_data,5,1,0.7000426600000003,RW_PERIPHERAL,3,RW+VR,F+P,
81,blind,1,scene1,proxies_data,5,1,1.133363000000001,VR_PERIPHERAL,4,RW+VR,F+P,
82,blind,1,scene1,proxies_data,5,1,1.7001044000000007,RW_PERIPHERAL,4,RW+VR,F+P,
83,blind,1,scene1,proxies_data,5,1,1.5333863,VR_FOCUS,4,RW+VR,F+P,
84,blind,1,scene1,proxies_data,5,1,1.6667482000000007,RW_FOCUS,3,RW+VR,F+P,
85,blind,1,scene1,proxies_data,5,1,0.9667060000000021,RW_PERIPHERAL,2,RW+VR,F+P,
86,blind,1,scene1,proxies_data,5,1,0.7000434999999996,VR_PERIPHERAL,4,RW+VR,F+P,
87,blind,1,scene1,proxies_data,5,1,1.2667543999999964,RW_FOCUS,3,RW+VR,F+P,
88,blind,1,scene1,proxies_data,5,1,0.8667299999999969,VR_FOCUS,4,RW+VR,F+P,
89,blind,1,scene1,proxies_data,5,1,0.666719999999998,RW_PERIPHERAL,2,RW,F+P,
90,blind,1,scene1,proxies_data,5,1,0.8333743000000027,VR_PERIPHERAL,2,VR,F+P,
91,blind,1,scene1,proxies_data,5,1,1.1668096999999982,VR_FOCUS,2,RW+VR,F+P,
92,blind,1,scene1,proxies_data,5,1,1.1000670000000028,RW_PERIPHERAL,5,RW+VR,F+P,
93,blind,1,scene1,proxies_data,5,1,1.1333326000000028,RW_FOCUS,4,RW+VR,F+P,
94,blind,1,scene1,proxies_data,5,1,1.6333626999999993,RW_FOCUS,1,RW,F,
95,blind,1,scene1,proxies_data,5,1,1.6666880000000006,VR_FOCUS,3,RW+VR,F+P,
96,blind,1,scene1,proxies_data,5,1,1.233308000000001,VR_FOCUS,2,VR,F+P,
97,blind,1,scene1,proxies_data,5,1,0.833342199999997,VR_PERIPHERAL,4,RW+VR,F+P,
98,blind,1,scene1,proxies_data,5,0,0.0,VR_PERIPHERAL,3,RW+VR,F+P,
99,blind,1,scene1,proxies_data,5,0,0.0,RW_FOCUS,3,RW+VR,F+P,
100,blind,1,scene1,baseline,1,1,1.600003,VR_PERIPHERAL,3,RW+VR,F+P,
101,blind,1,scene1,baseline,1,1,4.5019229,RW_PERIPHERAL,3,RW+VR,F+P,
102,blind,1,scene1,baseline,1,1,1.3667370000000005,RW_PERIPHERAL,3,RW+VR,F+P,
103,blind,1,scene1,baseline,1,1,1.8000413000000002,VR_FOCUS,2,RW+VR,F+P,
104,blind,1,scene1,baseline,1,1,3.2002179999999996,RW_PERIPHERAL,4,RW+VR,F+P,
105,blind,1,scene1,baseline,1,1,1.399971200000003,VR_PERIPHERAL,2,RW+VR,F+P,
106,blind,1,scene1,baseline,1,1,1.433410000000002,VR_PERIPHERAL,4,RW+VR,F+P,
107,blind,1,scene1,baseline,1,1,4.633638100000006,RW_PERIPHERAL,4,RW+VR,F+P,
108,blind,1,scene1,baseline,1,1,1.900139099999997,RW_PERIPHERAL,4,RW+VR,F+P,
109,blind,1,scene1,baseline,1,1,1.4999011999999965,VR_PERIPHERAL,2,RW+VR,P,
110,blind,1,scene1,baseline,1,0,0.0,VR_FOCUS,4,RW+VR,F+P,
111,blind,1,scene1,baseline,1,0,0.0,RW_FOCUS,4,RW+VR,F+P,
112,blind,1,scene1,baseline,1,0,0.0,RW_FOCUS,3,RW+VR,F+P,
113,blind,1,scene1,baseline,1,0,0.0,VR_PERIPHERAL,2,RW+VR,P,
114,blind,1,scene1,baseline,1,0,0.0,VR_FOCUS,3,RW+VR,F+P,
115,blind,1,scene1,baseline,1,0,0.0,RW_FOCUS,3,RW+VR,F+P,
116,blind,1,scene1,baseline,1,0,0.0,VR_FOCUS,4,RW+VR,F+P,
117,blind,1,scene1,baseline,1,0,0.0,RW_FOCUS,4,RW+VR,F+P,
118,blind,1,scene1,baseline,1,0,0.0,VR_FOCUS,2,RW+VR,F+P,
119,blind,1,scene1,baseline,1,0,0.0,RW_FOCUS,2,RW,F+P,
120,blind,1,scene1,baseline,2,1,1.633362,VR_PERIPHERAL,2,RW+VR,F+P,
121,blind,1,scene1,baseline,2,1,2.066742699999999,VR_FOCUS,2,RW+VR,F+P,
122,blind,1,scene1,baseline,2,1,1.1000680000000003,VR_PERIPHERAL,2,RW+VR,P,
123,blind,1,scene1,baseline,2,1,1.4000078999999985,RW_PERIPHERAL,4,RW+VR,F+P,
124,blind,1,scene1,baseline,2,1,1.5334299999999956,VR_FOCUS,3,RW+VR,F+P,
125,blind,1,scene1,baseline,2,1,1.533459999999998,RW_PERIPHERAL,2,RW,F+P,
126,blind,1,scene1,baseline,2,1,1.3667611999999991,VR_PERIPHERAL,3,RW+VR,F+P,
127,blind,1,scene1,baseline,2,1,1.5000156000000011,RW_PERIPHERAL,2,RW+VR,F+P,
128,blind,1,scene1,baseline,2,1,4.300324,RW_PERIPHERAL,4,RW+VR,F+P,
129,blind,1,scene1,baseline,2,1,1.6334237000000016,VR_PERIPHERAL,2,RW+VR,F+P,
130,blind,1,scene1,baseline,2,1,1.3383486000000033,VR_FOCUS,3,RW+VR,F+P,
131,blind,1,scene1,baseline,2,1,1.3666534000000041,VR_PERIPHERAL,3,RW+VR,F+P,
132,blind,1,scene1,baseline,2,1,1.5339342000000045,RW_PERIPHERAL,4,RW+VR,F+P,
133,blind,1,scene1,baseline,2,0,0.0,RW_FOCUS,2,RW+VR,F+P,
134,blind,1,scene1,baseline,2,0,0.0,VR_FOCUS,2,RW+VR,F,
135,blind,1,scene1,baseline,2,0,0.0,RW_FOCUS,3,RW+VR,F+P,
136,blind,1,scene1,baseline,2,0,0.0,VR_FOCUS,2,RW+VR,F+P,
137,blind,1,scene1,baseline,2,0,0.0,RW_FOCUS,4,RW+VR,F+P,
138,blind,1,scene1,baseline,2,0,0.0,RW_FOCUS,3,RW+VR,F+P,
139,blind,1,scene1,baseline,2,0,0.0,RW_FOCUS,2,RW,F+P,
140,blind,1,scene1,baseline,3,1,1.1998909999999992,RW_PERIPHERAL,4,RW+VR,F+P,
141,blind,1,scene1,baseline,3,1,1.9016111999999996,VR_FOCUS,4,RW+VR,F+P,
142,blind,1,scene1,baseline,3,1,1.3667900000000017,VR_FOCUS,3,RW+VR,F+P,
143,blind,1,scene1,baseline,3,1,1.5335390999999987,VR_FOCUS,2,RW+VR,F+P,
144,blind,1,scene1,baseline,3,1,0.9333180999999939,VR_PERIPHERAL,3,RW+VR,F+P,
145,blind,1,scene1,baseline,3,1,1.5667100000000005,VR_PERIPHERAL,3,RW+VR,F+P,
146,blind,1,scene1,baseline,3,1,1.3001099000000025,VR_FOCUS,2,RW+VR,F+P,
147,blind,1,scene1,baseline,3,1,1.100098299999999,RW_PERIPHERAL,4,RW+VR,F+P,
148,blind,1,scene1,baseline,3,1,1.0332636999999991,VR_PERIPHERAL,3,RW+VR,F+P,
149,blind,1,scene1,baseline,3,1,0.8333438000000015,VR_PERIPHERAL,3,RW+VR,F+P,
150,blind,1,scene1,baseline,3,1,6.702852,RW_PERIPHERAL,4,RW+VR,F+P,
151,blind,1,scene1,baseline,3,1,1.0666800000000052,VR_FOCUS,3,RW+VR,F+P,
152,blind,1,scene1,baseline,3,1,1.2001039999999996,RW_PERIPHERAL,4,RW+VR,F+P,
153,blind,1,scene1,baseline,3,1,3.700164899999997,RW_PERIPHERAL,4,RW+VR,F+P,
154,blind,1,scene1,baseline,3,1,1.0999754999999993,VR_PERIPHERAL,2,RW+VR,P,
155,blind,1,scene1,baseline,3,0,0.0,RW_FOCUS,3,RW+VR,F+P,
156,blind,1,scene1,baseline,3,0,0.0,RW_FOCUS,4,RW+VR,F+P,
157,blind,1,scene1,baseline,3,0,0.0,RW_FOCUS,3,RW+VR,F+P,
158,blind,1,scene1,baseline,3,0,0.0,RW_FOCUS,3,RW+VR,F+P,
159,blind,1,scene1,baseline,3,0,0.0,RW_FOCUS,3,RW+VR,F+P,
160,blind,1,scene1,baseline,4,1,1.366669,VR_PERIPHERAL,1,VR,P,
161,blind,1,scene1,baseline,4,1,1.4000252,VR_FOCUS,3,RW+VR,F+P,
162,blind,1,scene1,baseline,4,1,0.9679569000000008,VR_PERIPHERAL,2,RW+VR,P,
163,blind,1,scene1,baseline,4,1,1.8333739999999992,VR_FOCUS,2,RW+VR,F+P,
164,blind,1,scene1,baseline,4,1,1.0667121999999996,RW_PERIPHERAL,3,RW+VR,F+P,
165,blind,1,scene1,baseline,4,1,1.333313799999999,RW_PERIPHERAL,4,RW+VR,F+P,
166,blind,1,scene1,baseline,4,1,0.8666689000000005,VR_PERIPHERAL,3,RW+VR,P,
167,blind,1,scene1,baseline,4,1,1.0999160999999944,VR_PERIPHERAL,3,RW+VR,F+P,
168,blind,1,scene1,baseline,4,1,1.1667500000000004,RW_PERIPHERAL,4,RW+VR,F+P,
169,blind,1,scene1,baseline,4,1,0.3999634000000043,RW_PERIPHERAL,4,RW+VR,F+P,
170,blind,1,scene1,baseline,4,1,3.4335941000000005,RW_PERIPHERAL,4,RW+VR,F+P,
171,blind,1,scene1,baseline,4,1,1.1686095999999964,VR_FOCUS,3,RW+VR,F+P,
172,blind,1,scene1,baseline,4,1,1.0667740000000023,VR_FOCUS,3,RW+VR,F+P,
173,blind,1,scene1,baseline,4,0,0.0,RW_FOCUS,3,RW+VR,F+P,
174,blind,1,scene1,baseline,4,0,0.0,RW_FOCUS,2,RW,F+P,
175,blind,1,scene1,baseline,4,0,0.0,VR_FOCUS,3,RW+VR,F+P,
176,blind,1,scene1,baseline,4,0,0.0,RW_FOCUS,3,RW+VR,F+P,
177,blind,1,scene1,baseline,4,0,0.0,RW_FOCUS,1,RW,F,
178,blind,1,scene1,baseline,4,0,0.0,VR_PERIPHERAL,2,RW+VR,P,
179,blind,1,scene1,baseline,4,0,0.0,RW_FOCUS,3,RW+VR,F+P,
180,blind,1,scene1,baseline,5,1,1.5333250000000005,RW_PERIPHERAL,4,RW+VR,F+P,
181,blind,1,scene1,baseline,5,1,1.066681599999999,VR_PERIPHERAL,2,RW+VR,P,
182,blind,1,scene1,baseline,5,1,0.2666019999999989,RW_FOCUS,2,RW,F+P,
183,blind,1,scene1,baseline,5,1,1.9334108999999984,RW_PERIPHERAL,3,RW+VR,F+P,
184,blind,1,scene1,baseline,5,1,1.0334175000000023,VR_PERIPHERAL,2,RW+VR,P,
185,blind,1,scene1,baseline,5,1,1.3332499999999996,VR_FOCUS,3,RW+VR,F+P,
186,blind,1,scene1,baseline,5,1,2.233489999999996,RW_FOCUS,3,RW+VR,F+P,
187,blind,1,scene1,baseline,5,1,1.3009949999999986,VR_FOCUS,2,RW+VR,F+P,
188,blind,1,scene1,baseline,5,1,3.4668887999999995,RW_PERIPHERAL,3,RW+VR,F+P,
189,blind,1,scene1,baseline,5,1,6.667145000000005,RW_PERIPHERAL,3,RW+VR,F+P,
190,blind,1,scene1,baseline,5,1,1.2666932000000006,RW_FOCUS,2,RW,F+P,
191,blind,1,scene1,baseline,5,1,1.200013999999996,VR_PERIPHERAL,4,RW+VR,F+P,
192,blind,1,scene1,baseline,5,1,1.2000439999999983,VR_FOCUS,3,RW+VR,F+P,
193,blind,1,scene1,baseline,5,1,1.0000299999999989,VR_FOCUS,2,RW+VR,F+P,
194,blind,1,scene1,baseline,5,1,1.1333624000000029,RW_PERIPHERAL,3,RW+VR,F+P,
195,blind,1,scene1,baseline,5,0,0.0,VR_PERIPHERAL,3,RW+VR,F+P,
196,blind,1,scene1,baseline,5,0,0.0,RW_FOCUS,3,RW+VR,F+P,
197,blind,1,scene1,baseline,5,0,0.0,VR_FOCUS,3,RW+VR,F+P,
198,blind,1,scene1,baseline,5,0,0.0,RW_FOCUS,2,RW+VR,F,
199,blind,1,scene1,baseline,5,0,0.0,VR_PERIPHERAL,2,RW+VR,P,
200,blind,1,scene1,noise_cancellation,1,1,1.2331529999999997,VR_PERIPHERAL,2,RW+VR,P,
201,blind,1,scene1,noise_cancellation,1,1,1.2333052999999996,RW_FOCUS,2,RW,F+P,
202,blind,1,scene1,noise_cancellation,1,1,1.4333850000000012,RW_FOCUS,3,RW+VR,F+P,
203,blind,1,scene1,noise_cancellation,1,1,1.9334670000000003,RW_FOCUS,2,RW,F+P,
204,blind,1,scene1,noise_cancellation,1,1,1.133416000000004,VR_FOCUS,3,RW+VR,F+P,
205,blind,1,scene1,noise_cancellation,1,1,1.2000777000000014,RW_FOCUS,3,RW+VR,F+P,
206,blind,1,scene1,noise_cancellation,1,1,0.9999826000000027,VR_FOCUS,2,RW+VR,F+P,
207,blind,1,scene1,noise_cancellation,1,1,0.8333587999999992,VR_PERIPHERAL,3,RW+VR,F+P,
208,blind,1,scene1,noise_cancellation,1,1,1.8000358000000016,VR_FOCUS,2,RW+VR,F+P,
209,blind,1,scene1,noise_cancellation,1,1,1.1667561000000006,VR_FOCUS,3,RW+VR,F+P,
210,blind,1,scene1,noise_cancellation,1,1,1.2334400000000016,VR_PERIPHERAL,3,RW+VR,F+P,
211,blind,1,scene1,noise_cancellation,1,1,0.9999341999999984,RW_FOCUS,3,RW+VR,F+P,
212,blind,1,scene1,noise_cancellation,1,1,1.4000112999999992,VR_PERIPHERAL,2,RW+VR,P,
213,blind,1,scene1,noise_cancellation,1,1,1.2333649999999992,VR_FOCUS,1,VR,F,
214,blind,1,scene1,noise_cancellation,1,1,1.1001673000000025,VR_PERIPHERAL,3,RW+VR,F+P,
215,blind,1,scene1,noise_cancellation,1,1,6.7338147000000035,RW_PERIPHERAL,4,RW+VR,F+P,
216,blind,1,scene1,noise_cancellation,1,0,0.0,RW_PERIPHERAL,4,RW+VR,F+P,
217,blind,1,scene1,noise_cancellation,1,0,0.0,RW_PERIPHERAL,4,RW+VR,F+P,
218,blind,1,scene1,noise_cancellation,1,0,0.0,RW_PERIPHERAL,2,RW,F+P,
219,blind,1,scene1,noise_cancellation,1,0,0.0,RW_PERIPHERAL,5,RW+VR,F+P,
220,blind,1,scene1,noise_cancellation,2,1,1.6666940000000006,RW_PERIPHERAL,2,RW+VR,F+P,
221,blind,1,scene1,noise_cancellation,2,1,2.166695500000001,RW_FOCUS,3,RW+VR,F+P,
222,blind,1,scene1,noise_cancellation,2,1,1.0333246999999979,RW_FOCUS,2,RW,F+P,
223,blind,1,scene1,noise_cancellation,2,1,1.1667179999999995,VR_FOCUS,1,VR,F,
224,blind,1,scene1,noise_cancellation,2,1,1.5352713000000051,VR_FOCUS,2,RW+VR,F+P,
225,blind,1,scene1,noise_cancellation,2,1,0.9001254000000003,RW_FOCUS,3,RW+VR,F+P,
226,blind,1,scene1,noise_cancellation,2,1,2.966865399999996,RW_PERIPHERAL,3,RW+VR,F+P,
227,blind,1,scene1,noise_cancellation,2,1,0.9332890000000003,VR_FOCUS,4,RW+VR,F+P,
228,blind,1,scene1,noise_cancellation,2,1,5.700409999999998,RW_PERIPHERAL,3,RW+VR,F+P,
229,blind,1,scene1,noise_cancellation,2,1,3.4334630000000033,RW_PERIPHERAL,4,RW+VR,F+P,
230,blind,1,scene1,noise_cancellation,2,1,1.0333636999999989,VR_PERIPHERAL,4,RW+VR,F+P,
231,blind,1,scene1,noise_cancellation,2,1,1.266693399999994,VR_PERIPHERAL,3,RW+VR,F+P,
232,blind,1,scene1,noise_cancellation,2,1,1.5000789999999995,VR_FOCUS,3,RW+VR,F+P,
233,blind,1,scene1,noise_cancellation,2,1,1.9052430999999999,RW_FOCUS,1,RW,F,
234,blind,1,scene1,noise_cancellation,2,1,1.0333559999999977,VR_PERIPHERAL,1,VR,P,
235,blind,1,scene1,noise_cancellation,2,1,1.1331500000000005,VR_PERIPHERAL,3,RW+VR,F+P,
236,blind,1,scene1,noise_cancellation,2,1,1.200090000000003,VR_PERIPHERAL,3,RW+VR,F+P,
237,blind,1,scene1,noise_cancellation,2,0,0.0,RW_FOCUS,3,RW+VR,F+P,
238,blind,1,scene1,noise_cancellation,2,0,0.0,VR_FOCUS,4,RW+VR,F+P,
239,blind,1,scene1,noise_cancellation,2,0,0.0,RW_PERIPHERAL,4,RW+VR,F+P,
240,blind,1,scene1,noise_cancellation,3,1,1.4354864999999997,RW_PERIPHERAL,4,RW+VR,F+P,
241,blind,1,scene1,noise_cancellation,3,1,0.8333898000000008,VR_PERIPHERAL,3,RW+VR,F+P,
242,blind,1,scene1,noise_cancellation,3,1,1.500076,VR_PERIPHERAL,3,RW+VR,F+P,
243,blind,1,scene1,noise_cancellation,3,1,1.0666814999999978,VR_PERIPHERAL,4,RW+VR,F+P,
244,blind,1,scene1,noise_cancellation,3,1,1.7667853999999998,VR_FOCUS,2,RW+VR,F+P,
245,blind,1,scene1,noise_cancellation,3,1,1.2666778,VR_FOCUS,2,RW+VR,F+P,
246,blind,1,scene1,noise_cancellation,3,1,2.066849300000001,RW_PERIPHERAL,1,RW,P,
247,blind,1,scene1,noise_cancellation,3,1,4.733764000000001,RW_PERIPHERAL,4,RW+VR,F+P,
248,blind,1,scene1,noise_cancellation,3,1,1.533370000000005,RW_FOCUS,3,RW+VR,F+P,
249,blind,1,scene1,noise_cancellation,3,1,1.2001962999999947,VR_PERIPHERAL,2,RW+VR,P,
250,blind,1,scene1,noise_cancellation,3,1,1.2333539000000044,RW_FOCUS,2,RW,F+P,
251,blind,1,scene1,noise_cancellation,3,1,2.0334633999999987,RW_FOCUS,3,RW+VR,F+P,
252,blind,1,scene1,noise_cancellation,3,1,1.8354022999999984,VR_FOCUS,2,RW+VR,F+P,
253,blind,1,scene1,noise_cancellation,3,1,1.0667276,VR_FOCUS,2,RW+VR,F+P,
254,blind,1,scene1,noise_cancellation,3,1,1.033448,RW_FOCUS,3,RW+VR,F+P,
255,blind,1,scene1,noise_cancellation,3,1,5.333633499999998,RW_PERIPHERAL,4,RW+VR,F+P,
256,blind,1,scene1,noise_cancellation,3,1,1.0709687000000017,VR_PERIPHERAL,3,RW+VR,F+P,
257,blind,1,scene1,noise_cancellation,3,0,0.0,RW_FOCUS,3,RW+VR,F+P,
258,blind,1,scene1,noise_cancellation,3,0,0.0,RW_PERIPHERAL,5,RW+VR,F+P,
259,blind,1,scene1,noise_cancellation,3,0,0.0,VR_FOCUS,3,RW+VR,F+P,
260,blind,1,scene1,noise_cancellation,4,1,1.2666779999999989,VR_PERIPHERAL,2,RW+VR,F+P,
261,blind,1,scene1,noise_cancellation,4,1,6.367081000000001,RW_PERIPHERAL,3,RW+VR,F+P,
262,blind,1,scene1,noise_cancellation,4,1,1.5000614999999975,RW_PERIPHERAL,4,RW+VR,F+P,
263,blind,1,scene1,noise_cancellation,4,1,1.4000701999999983,VR_FOCUS,3,RW+VR,F+P,
264,blind,1,scene1,noise_cancellation,4,1,1.2334599999999938,RW_PERIPHERAL,3,RW+VR,F+P,
265,blind,1,scene1,noise_cancellation,4,1,1.033357500000001,VR_FOCUS,3,RW+VR,F+P,
266,blind,1,scene1,noise_cancellation,4,1,1.3999799999999993,VR_PERIPHERAL,2,RW+VR,P,
267,blind,1,scene1,noise_cancellation,4,1,1.3333130000000004,RW_FOCUS,3,RW+VR,F+P,
268,blind,1,scene1,noise_cancellation,4,1,1.366637500000003,RW_FOCUS,3,RW+VR,F+P,
269,blind,1,scene1,noise_cancellation,4,1,2.3001409999999964,RW_PERIPHERAL,4,RW+VR,F+P,
270,blind,1,scene1,noise_cancellation,4,1,0.8000801000000024,VR_PERIPHERAL,3,RW+VR,F+P,
271,blind,1,scene1,noise_cancellation,4,1,1.0667749999999998,VR_PERIPHERAL,3,RW+VR,F+P,
